doc_id,title,type,date,entity_text,entity_type,canonical_entity
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,the Executive Orders,LAW,Executive Orders
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 4. Civil Enforcement Priorities,LAW,Sec. 4. Civil Enforcement Priorities
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,U.S. Immigration and Customs Enforcement,ORG,U.S. Immigration and Customs Enforcement
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,U.S. Customs and Border Protection,ORG,U.S. Customs and Border Protection
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,U.S. Citizenship and Immigration Services,ORG,U.S. Citizenship and Immigration Services
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,U.S. Immigration and Customs Enforcement’s,ORG,U.S. Immigration and Customs Enforcement’s
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Homeland Security Investigations,ORG,Homeland Security Investigations
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,INA,LAW,INA
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 5. Criminal Enforcement Priorities,LAW,Sec. 5. Criminal Enforcement Priorities
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Homeland Security,ORG,Homeland Security
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 6. Federal Homeland Security Task Forces,LAW,Sec. 6. Federal Homeland Security Task Forces
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Homeland Security Task Forces,ORG,Homeland Security Task Forces
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,HSTFs,ORG,HSTFs
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 7. Identification of Unregistered Illegal Aliens,LAW,Sec. 7. Identification of Unregistered Illegal Aliens
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,subchapter II,LAW,Subchapter II
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,chapter 12,LAW,Chapter 12
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,title 8,LAW,Title 8
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,United States Code,GPE,United States Code
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 8. Civil Fines and Penalties,LAW,Sec. 8. Civil Fines and Penalties
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Treasury,ORG,Treasury
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 9. Efficient Removals of Recent,LAW,Sec. 9. Efficient Removals of Recent
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 10. Detention Facilities.,LAW,Sec. 10. Detention Facilities.
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 11. Federal-State Agreements,LAW,Sec. 11. Federal-State Agreements
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,section 287(g) of,LAW,Section 287(g) of
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 12. Encouraging Voluntary Compliance with the Law,LAW,Sec. 12. Encouraging Voluntary Compliance with the Law
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,section 240B of the INA,LAW,Section 240B of the INA
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,section 250 of the INA,LAW,Section 250 of the INA
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 13.,LAW,Sec. 13.
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,section 243(d) of,LAW,Section 243(d) of
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,subsection (a) this,LAW,Subsection (a) This
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 14. Visa Bonds,LAW,Sec. 14. Visa Bonds
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 15.,LAW,Sec. 15.
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,the VOICE Office,ORG,VOICE Office
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,ICE,ORG,ICE
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,18 U.S.C. 3771,LAW,18 U.S.C. 3771
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 16. Addressing Actions by the,LAW,Sec. 16. Addressing Actions by the
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,section 212(d)(5),LAW,Section 212(d)(5
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,section 244,LAW,Section 244
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,section 274A,LAW,Section 274A
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 18. Information Sharing,LAW,Sec. 18. Information Sharing
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Department of Homeland Security,ORG,Department of Homeland Security
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,8 U.S.C. 1373,LAW,8 U.S.C. 1373
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,8 U.S.C. 1644,LAW,8 U.S.C. 1644
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Health and Human Services,ORG,Health and Human Services
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 19. Funding Review.,LAW,Sec. 19. Funding Review.
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,the Office of Management and Budget,ORG,Office of Management and Budget
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,the Department of Justice,ORG,Department of Justice
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 20. Denial of Public Benefits to,LAW,Sec. 20. Denial of Public Benefits to
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 21. Hiring More,LAW,Sec. 21. Hiring More
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 22. Severability.,LAW,Sec. 22. Severability.
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Sec. 23. General Provisions,LAW,Sec. 23. General Provisions
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,THE WHITE HOUSE,ORG,WHITE HOUSE
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,News Administration,ORG,News Administration
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,The White House,ORG,White House
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,Washington,GPE,Washington
pa_001,PROTECTING THE AMERICAN PEOPLE AGAINST INVASION,EXECUTIVE ORDER,2025-01-20,DC,GPE,DC
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,the Constitution,LAW,Constitution
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,the United States of America,GPE,the United States of America
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,Section 1. Purpose,LAW,Section 1. Purpose
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,the Department of Government Efficiency,ORG,Department of Government Efficiency
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,Sec. 2. Definitions,LAW,Sec. 2. Definitions
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,section 551,LAW,Section 551
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,"title 5, United States Code",LAW,"Title 5, United States Code"
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,the Executive Office of the President,ORG,Executive Office of the President
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,Sec. 3. DOGE Structure.,LAW,Sec. 3. DOGE Structure.
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,the United States Digital Service,ORG,United States Digital Service
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,the United States DOGE Service,ORG,United States DOGE Service
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,USDS,ORG,USDS
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,White House,ORG,White House
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,"section 3161 of title 5, United States Code",LAW,"Section 3161 of Title 5, United States Code"
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,the U.S. DOGE Service Temporary Organization”,ORG,U.S. DOGE Service Temporary Organization
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,DOGE,ORG,DOGE
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,DOGE Team,ORG,DOGE Team
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,DOGE,LAW,DOGE
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,Sec. 4. Modernizing Federal Technology and Software,LAW,Sec. 4. Modernizing Federal Technology and Software
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,Sec. 5. General Provisions,LAW,Sec. 5. General Provisions
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,the Office of Management and Budget,ORG,Office of Management and Budget
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,the United States,GPE,the United States
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,THE WHITE HOUSE,ORG,WHITE HOUSE
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,News Administration,ORG,News Administration
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,Washington,GPE,Washington
pa_002,ESTABLISHING AND IMPLEMENTING THE PRESIDENT’S “DEPARTMENT OF GOVERNMENT EFFICIENCY”,EXECUTIVE ORDER,2025-01-20,DC,GPE,DC
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,The Federal Government,ORG,Federal Government
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,the Constitution,LAW,Constitution
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,the United States of America,GPE,the United States of America
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,"section 7301 of title 5, United States Code",LAW,"Section 7301 of Title 5, United States Code"
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Section 1. Purpose.,LAW,Section 1. Purpose.
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,American,NORP,American
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Federal,ORG,Federal
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Sec. 2. Policy and Definitions,LAW,Sec. 2. Policy and Definitions
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,the United States,GPE,the United States
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,the Executive Branch,ORG,Executive Branch
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Executive,ORG,Executive
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Sec. 3. Recognizing Women Are Biologically,LAW,Sec. 3. Recognizing Women Are Biologically
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Health and Human Services,ORG,Health and Human Services
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,the U.S. Government,ORG,U.S. Government
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,section 2,LAW,Section 2
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,State,ORG,State
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Homeland Security,ORG,Homeland Security
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,the Office of Personnel Management,ORG,Office of Personnel Management
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Administration,ORG,Administration
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,the Supreme Court’s,ORG,Supreme Court’s
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Bostock,PERSON,Bostock
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Clayton County,GPE,Clayton County
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Title VII,LAW,Title VII
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,the Civil Rights Act,LAW,Civil Rights Act
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Title IX,LAW,Title IX
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,the Educational Amendments Act,LAW,Educational Amendments Act
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Sec. 4. Privacy in Intimate Spaces,LAW,Sec. 4. Privacy in Intimate Spaces
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Part 115.41,LAW,Part 115.41
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Code of Federal Regulations,LAW,Code of Federal Regulations
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Americans with Disabilities Act,LAW,Americans with Disabilities Act
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Housing and Urban Development,ORG,Housing and Urban Development
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,the Bureau of Prisons,ORG,Bureau of Prisons
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Sec. 5. Protecting Rights.,LAW,Sec. 5. Protecting Rights.
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,the Equal Employment Opportunity Commission,ORG,Equal Employment Opportunity Commission
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Sec. 6. Bill Text,LAW,Sec. 6. Bill Text
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Sec. 7. Agency Implementation and Reporting,LAW,Sec. 7. Agency Implementation and Reporting
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,the Office of Management and Budget,ORG,Office of Management and Budget
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Executive Orders,LAW,Executive Orders
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,13988 of,LAW,13988 of
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,These Executive Orders,LAW,These Executive Orders
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,the White House,ORG,White House
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,Executive Order 14020,LAW,Executive Order 14020
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,The White House Toolkit,LAW,White House Toolkit
pa_003,DEFENDING WOMEN FROM GENDER IDEOLOGY EXTREMISM AND RESTORING BIOLOGICAL TRUTH TO THE FEDERAL GOVERNMENT,EXECUTIVE ORDER,2025-01-20,the Department of Education,ORG,Department of Education
